id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
BIRD_360,Select Safflower Seeds & Apple (no seeds) Millet Mash,Bird,Baby,"Safflower Seeds, Oatmeal, Apple (no seeds), Banana, Broccoli","41g, 36g, 34g, 17g, 25g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana, Broccoli). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",257,8.9,11.9,31.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/bird-select-safflower-seeds-and-apple-(no-seeds)-millet-mash
BIRD_361,Vitamin-Rich Pumpkin Seeds & Broccoli Fresh Fruit Chop,Bird,Adult,"Pumpkin Seeds, Quinoa, Broccoli, Banana","57g, 24g, 26g, 31g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Banana). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",278,13.9,20.7,14.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Puppy/Kitten, Weight Management","Puppy/Kitten Support, Weight Management Support",https://pawfeed.ai/recipes/bird-vitamin-rich-pumpkin-seeds-and-broccoli-fresh-fruit-chop
BIRD_362,Premium Safflower Seeds & Apple (no seeds) Millet Mash,Bird,Baby,"Safflower Seeds, Quinoa, Apple (no seeds), Banana, Sweet Potato","41g, 45g, 34g, 22g, 25g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",194,5.6,9.9,22.9,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Weight Management, Digestive Health","Weight Management Support, Digestive Health Support",https://pawfeed.ai/recipes/bird-premium-safflower-seeds-and-apple-(no-seeds)-millet-mash
BIRD_363,Essential Millet & Spinach Millet Mash,Bird,Adult,"Millet, Barley, Spinach, Apple (no seeds), Broccoli","49g, 31g, 37g, 32g, 35g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Spinach, Apple (no seeds), Broccoli). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",180,6.2,1.7,36.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/bird-essential-millet-and-spinach-millet-mash
BIRD_364,Premium Safflower Seeds & Carrots Seed Chop,Bird,Senior,"Safflower Seeds, Quinoa, Carrots, Papaya","33g, 27g, 35g, 25g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Carrots, Papaya). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",190,5.8,11.0,19.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Digestive Health, Senior Pet","Digestive Health Support, Senior Pet Support",https://pawfeed.ai/recipes/bird-premium-safflower-seeds-and-carrots-seed-chop
BIRD_365,Tropical Bird Millet & Apple (no seeds) Foraging Pot,Bird,Adult,"Millet, Barley, Apple (no seeds), Sweet Potato","70g, 29g, 25g, 17g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",280,8.3,2.6,56.1,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/bird-tropical-bird-millet-and-apple-(no-seeds)-foraging-pot
BIRD_366,Organic Sunflower Seeds & Banana Fresh Fruit Chop,Bird,Adult,"Sunflower Seeds, Quinoa, Banana, Papaya, Broccoli","46g, 48g, 39g, 16g, 38g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Papaya, Broccoli). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",204,7.1,13.2,17.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/bird-organic-sunflower-seeds-and-banana-fresh-fruit-chop
BIRD_367,Essential Pumpkin Seeds & Apple (no seeds) Nutritious Parakeet Bowl,Bird,Senior,"Pumpkin Seeds, Quinoa, Apple (no seeds), Banana","76g, 34g, 28g, 23g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",311,15.3,23.6,15.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-essential-pumpkin-seeds-and-apple-(no-seeds)-nutritious-parakeet-bowl
BIRD_368,Enriched Seed Millet & Apple (no seeds) Fresh Fruit Chop,Bird,Senior,"Millet, Quinoa, Apple (no seeds), Carrots","71g, 20g, 24g, 23g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Carrots). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",228,6.5,2.5,44.6,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/bird-enriched-seed-millet-and-apple-(no-seeds)-fresh-fruit-chop
BIRD_369,Tropical Bird Pumpkin Seeds & Banana Foraging Pot,Bird,Adult,"Pumpkin Seeds, Barley, Banana, Carrots","39g, 32g, 25g, 33g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Carrots). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",285,12.6,15.5,28.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/bird-tropical-bird-pumpkin-seeds-and-banana-foraging-pot
BIRD_370,Wholesome Sunflower Seeds & Sweet Potato Grain Medley,Bird,Baby,"Sunflower Seeds, Quinoa, Sweet Potato, Broccoli, Banana","36g, 33g, 24g, 27g, 37g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Broccoli, Banana). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",199,6.7,12.2,18.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Senior Pet, Digestive Health","Senior Pet Support, Digestive Health Support",https://pawfeed.ai/recipes/bird-wholesome-sunflower-seeds-and-sweet-potato-grain-medley
BIRD_371,Tropical Bird Millet & Sweet Potato Seed Chop,Bird,Senior,"Millet, Barley, Sweet Potato, Banana, Papaya","55g, 48g, 33g, 30g, 28g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Banana, Papaya). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",229,6.7,1.9,47.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Senior Pet, General Wellness","Senior Pet Support, General Wellness Support",https://pawfeed.ai/recipes/bird-tropical-bird-millet-and-sweet-potato-seed-chop
BIRD_372,Select Pumpkin Seeds & Sweet Potato Grain Medley,Bird,Baby,"Pumpkin Seeds, Quinoa, Sweet Potato, Apple (no seeds)","80g, 41g, 32g, 18g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",312,15.4,23.4,15.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-select-pumpkin-seeds-and-sweet-potato-grain-medley
BIRD_373,Organic Pumpkin Seeds & Banana Fresh Fruit Chop,Bird,Adult,"Pumpkin Seeds, Quinoa, Banana, Papaya","72g, 37g, 25g, 34g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Papaya). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",288,14.1,21.5,15.0,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-organic-pumpkin-seeds-and-banana-fresh-fruit-chop
BIRD_374,Garden Fresh Millet & Sweet Potato Foraging Pot,Bird,Baby,"Millet, Barley, Sweet Potato, Spinach, Banana","43g, 30g, 39g, 25g, 40g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Spinach, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",194,5.8,1.6,40.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/bird-garden-fresh-millet-and-sweet-potato-foraging-pot
BIRD_375,Nutrient-Dense Pumpkin Seeds & Banana Seed Chop,Bird,Senior,"Pumpkin Seeds, Barley, Banana, Carrots, Broccoli","78g, 48g, 40g, 25g, 21g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Carrots, Broccoli). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",311,14.5,18.7,26.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/bird-nutrient-dense-pumpkin-seeds-and-banana-seed-chop
BIRD_376,Select Safflower Seeds & Banana Grain Medley,Bird,Senior,"Safflower Seeds, Barley, Banana, Carrots","51g, 25g, 22g, 31g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Carrots). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",298,9.2,15.6,33.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-select-safflower-seeds-and-banana-grain-medley
BIRD_377,Vitamin-Rich Pumpkin Seeds & Broccoli Seed Chop,Bird,Adult,"Pumpkin Seeds, Barley, Broccoli, Papaya, Banana","39g, 34g, 15g, 40g, 27g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Papaya, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",248,10.9,13.0,26.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Skin & Coat, Digestive Health","Skin & Coat Support, Digestive Health Support",https://pawfeed.ai/recipes/bird-vitamin-rich-pumpkin-seeds-and-broccoli-seed-chop
BIRD_378,Select Pumpkin Seeds & Sweet Potato Seed Chop,Bird,Baby,"Pumpkin Seeds, Oatmeal, Sweet Potato, Spinach, Papaya","64g, 28g, 24g, 20g, 19g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Spinach, Papaya). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",323,16.1,21.6,21.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/bird-select-pumpkin-seeds-and-sweet-potato-seed-chop
BIRD_379,Tropical Bird Sunflower Seeds & Papaya Foraging Pot,Bird,Senior,"Sunflower Seeds, Barley, Papaya, Sweet Potato","71g, 46g, 17g, 26g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",379,13.2,23.3,34.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Senior Pet, Skin & Coat","Senior Pet Support, Skin & Coat Support",https://pawfeed.ai/recipes/bird-tropical-bird-sunflower-seeds-and-papaya-foraging-pot
BIRD_380,Natural Pumpkin Seeds & Sweet Potato Nutritious Parakeet Bowl,Bird,Baby,"Pumpkin Seeds, Barley, Sweet Potato, Carrots","35g, 41g, 15g, 16g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Sweet Potato, Carrots). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",337,15.0,17.0,35.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,"Senior Pet, Weight Management","Senior Pet Support, Weight Management Support",https://pawfeed.ai/recipes/bird-natural-pumpkin-seeds-and-sweet-potato-nutritious-parakeet-bowl
BIRD_381,Nutrient-Dense Pumpkin Seeds & Banana Millet Mash,Bird,Adult,"Pumpkin Seeds, Barley, Banana, Apple (no seeds)","39g, 21g, 27g, 35g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Banana, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",274,12.1,16.2,25.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/bird-nutrient-dense-pumpkin-seeds-and-banana-millet-mash
BIRD_382,Wholesome Sunflower Seeds & Apple (no seeds) Seed Chop,Bird,Adult,"Sunflower Seeds, Barley, Apple (no seeds), Spinach","59g, 34g, 29g, 34g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Spinach). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",313,11.4,19.9,26.9,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/bird-wholesome-sunflower-seeds-and-apple-(no-seeds)-seed-chop
BIRD_383,Premium Sunflower Seeds & Carrots Nutritious Parakeet Bowl,Bird,Senior,"Sunflower Seeds, Barley, Carrots, Papaya","48g, 41g, 25g, 27g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Carrots, Papaya). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",317,11.0,18.1,31.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"High Protein, Senior Pet","High Protein Support, Senior Pet Support",https://pawfeed.ai/recipes/bird-premium-sunflower-seeds-and-carrots-nutritious-parakeet-bowl
BIRD_384,Essential Pumpkin Seeds & Apple (no seeds) Millet Mash,Bird,Senior,"Pumpkin Seeds, Oatmeal, Apple (no seeds), Banana","57g, 46g, 37g, 38g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Banana). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",309,14.3,17.6,28.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/bird-essential-pumpkin-seeds-and-apple-(no-seeds)-millet-mash
BIRD_385,Wholesome Pumpkin Seeds & Broccoli Grain Medley,Bird,Senior,"Pumpkin Seeds, Oatmeal, Broccoli, Spinach, Apple (no seeds)","34g, 23g, 21g, 23g, 24g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Spinach, Apple (no seeds)). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",244,12.3,14.8,19.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/bird-wholesome-pumpkin-seeds-and-broccoli-grain-medley
BIRD_386,Organic Safflower Seeds & Spinach Seed Chop,Bird,Senior,"Safflower Seeds, Barley, Spinach, Broccoli, Papaya","73g, 21g, 40g, 38g, 33g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Spinach, Broccoli, Papaya). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",238,8.1,14.0,23.4,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Puppy/Kitten, Joint Health","Puppy/Kitten Support, Joint Health Support",https://pawfeed.ai/recipes/bird-organic-safflower-seeds-and-spinach-seed-chop
BIRD_387,Vitamin-Rich Millet & Apple (no seeds) Fresh Fruit Chop,Bird,Senior,"Millet, Barley, Apple (no seeds), Sweet Potato","37g, 47g, 39g, 23g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Sweet Potato). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",237,7.1,1.9,48.9,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/bird-vitamin-rich-millet-and-apple-(no-seeds)-fresh-fruit-chop
BIRD_388,Enriched Seed Millet & Apple (no seeds) Seed Chop,Bird,Baby,"Millet, Barley, Apple (no seeds), Spinach","71g, 22g, 19g, 39g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Apple (no seeds), Spinach). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",242,7.8,2.4,47.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Puppy/Kitten, High Protein","Puppy/Kitten Support, High Protein Support",https://pawfeed.ai/recipes/bird-enriched-seed-millet-and-apple-(no-seeds)-seed-chop
BIRD_389,Daily Pumpkin Seeds & Carrots Grain Medley,Bird,Baby,"Pumpkin Seeds, Quinoa, Carrots, Apple (no seeds), Papaya","78g, 40g, 25g, 24g, 31g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Carrots, Apple (no seeds), Papaya). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",263,12.9,19.8,13.2,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Joint Health, Weight Management","Joint Health Support, Weight Management Support",https://pawfeed.ai/recipes/bird-daily-pumpkin-seeds-and-carrots-grain-medley
BIRD_390,Daily Millet & Carrots Millet Mash,Bird,Baby,"Millet, Oatmeal, Carrots, Sweet Potato, Broccoli","74g, 43g, 26g, 33g, 32g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Carrots, Sweet Potato, Broccoli). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",239,8.2,3.0,45.1,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,"Digestive Health, Skin & Coat","Digestive Health Support, Skin & Coat Support",https://pawfeed.ai/recipes/bird-daily-millet-and-carrots-millet-mash
BIRD_391,Organic Millet & Spinach Seed Chop,Bird,Adult,"Millet, Barley, Spinach, Banana","34g, 34g, 37g, 32g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Spinach, Banana). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",209,6.9,1.8,42.6,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/bird-organic-millet-and-spinach-seed-chop
BIRD_392,Organic Sunflower Seeds & Broccoli Grain Medley,Bird,Senior,"Sunflower Seeds, Barley, Broccoli, Papaya","68g, 41g, 40g, 20g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Papaya). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",334,12.2,21.2,28.7,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Digestive Health, Senior Pet","Digestive Health Support, Senior Pet Support",https://pawfeed.ai/recipes/bird-organic-sunflower-seeds-and-broccoli-grain-medley
BIRD_393,Select Sunflower Seeds & Papaya Foraging Pot,Bird,Senior,"Sunflower Seeds, Barley, Papaya, Spinach","59g, 39g, 22g, 17g","Gently cook the grain (Barley) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Spinach). | Mix the diced fruit/vegetables with the cooked Barley. | Stir in the fresh Sunflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",362,13.0,22.7,31.6,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/bird-select-sunflower-seeds-and-papaya-foraging-pot
BIRD_394,Garden Fresh Safflower Seeds & Broccoli Grain Medley,Bird,Senior,"Safflower Seeds, Quinoa, Broccoli, Banana, Sweet Potato","58g, 24g, 19g, 34g, 24g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Broccoli, Banana, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",243,7.3,14.3,24.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",15 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/bird-garden-fresh-safflower-seeds-and-broccoli-grain-medley
BIRD_395,Vitamin-Rich Millet & Papaya Millet Mash,Bird,Baby,"Millet, Quinoa, Papaya, Banana","78g, 25g, 26g, 26g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Banana). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Millet mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",232,6.5,2.5,45.8,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",10 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/bird-vitamin-rich-millet-and-papaya-millet-mash
BIRD_396,Enriched Seed Safflower Seeds & Carrots Foraging Pot,Bird,Baby,"Safflower Seeds, Oatmeal, Carrots, Spinach","80g, 48g, 17g, 35g","Gently cook the grain (Oatmeal) and let it cool completely. | Wash and finely dice the fruits/vegetables (Carrots, Spinach). | Mix the diced fruit/vegetables with the cooked Oatmeal. | Stir in the fresh Safflower Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",342,12.3,18.8,34.3,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"General Wellness, Joint Health","General Wellness Support, Joint Health Support",https://pawfeed.ai/recipes/bird-enriched-seed-safflower-seeds-and-carrots-foraging-pot
BIRD_397,Vitamin-Rich Pumpkin Seeds & Papaya Millet Mash,Bird,Baby,"Pumpkin Seeds, Quinoa, Papaya, Carrots, Sweet Potato","43g, 32g, 21g, 40g, 38g","Gently cook the grain (Quinoa) and let it cool completely. | Wash and finely dice the fruits/vegetables (Papaya, Carrots, Sweet Potato). | Mix the diced fruit/vegetables with the cooked Quinoa. | Stir in the fresh Pumpkin Seeds mix. | Serve in a clean feeding dish. Remove any uneaten soft food after 2-4 hours to prevent spoilage.",194,8.8,12.6,14.5,"Vitamin A, Vitamin D3, Vitamin C","Calcium, Phosphorus, Iron",5 mins,Easy,"Puppy/Kitten, High Protein","Puppy/Kitten Support, High Protein Support",https://pawfeed.ai/recipes/bird-vitamin-rich-pumpkin-seeds-and-papaya-millet-mash
